GROUP_DESCRIPTION	ANIMAL	ANIMAL_ID	PRETREATMENT_CPD_ID	PRETREATMENT_BATCH_ID	PRETREATMENT_DOSING_INFO	PRETREATMENT_DOSE	PRETREATMENT_ROUTE_OF_ADMINSTRATION	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_DOSE	INFECTION_ROUTE	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	DOSING_INFO	FREQUENCY	DOSE	TDD	ROUTE_OF_ADMINISTRATION	COMMENT	STUDYID	STUDY_TYPE	EXPID	SITE	PROJECT_LICENCE_NUMBER	STUDY_START_DATE	STUDY_PROTOCOL_NAME	PROVENANCE	SPECIES_NAME	ANIMAL_STRAIN	ANIMAL_SEX	ANIMAL_AGE_RANGE	ANIMAL_BODYWEIGHT_MEAN	ANIMAL_BODYWEIGHT_RANGE	ANIMAL_VENDOR	HOUSING_CAGE_NO_ANIMALS	HOUSING_CAGE_SIZE	HOUSING_FOOD	HOUSING_FOOD_RESTRICTED	HOUSING_FOOD_SUPPLEMENT	HOUSING_LIGHT_DARK_CYCLE	EXPERIMENT_TYPE	BIOMATERIAL	EXPERIMENT_DATE	PROTOCOL_NAME	PLANNED_RELATIVE_TIMEPOINT	RELATIVE_TIMEPOINT	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	CONTROL_GROUP	RESULT_STATUS	COMMENTS	CHECK	CHECK.1	Experiment	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	RESULT_UNIT_annotation	ROUTE_OF_ADMINISTRATION_annotation	INFECTION_ROUTE_annotation	PRETREATMENT_ROUTE_OF_ADMINSTRATION_annotation	ANIMAL_SEX_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation	STUDY_TYPE_annotation
Treated-08	22	22	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	2	2	NOSO-502 plasma concentration (ng/mL)	Single value	=	4358.8	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-08	23	23	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	2	2	NOSO-502 plasma concentration (ng/mL)	Single value	=	2821.8	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-08	24	24	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	2	2	NOSO-502 plasma concentration (ng/mL)	Single value	=	6004	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-09	25	25	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	4	4	NOSO-502 plasma concentration (ng/mL)	Single value	=	303.3	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-09	26	26	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	4	4	NOSO-502 plasma concentration (ng/mL)	Single value	=	157.8	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-09	27	27	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	4	4	NOSO-502 plasma concentration (ng/mL)	Single value	=	218.6	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-10	28	28	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	8	8	NOSO-502 plasma concentration (ng/mL)	Single value	=	295.5	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-10	29	29	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	8	8	NOSO-502 plasma concentration (ng/mL)	Single value	=	172.3	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-10	30	30	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	5000000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	22	22	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-07 00:00:00	DOI: 10.1093/jac/dkae469	8	8	NOSO-502 plasma concentration (ng/mL)	Single value	=	98.3	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-11	31	31	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	0.5	0.5	NOSO-502 plasma concentration (ng/mL)	Single value	=	62427.9	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-11	32	32	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	0.5	0.5	NOSO-502 plasma concentration (ng/mL)	Single value	=	80848.8	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-11	33	33	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	0.5	0.5	NOSO-502 plasma concentration (ng/mL)	Single value	=	67803.3	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-12	34	34	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	1	1	NOSO-502 plasma concentration (ng/mL)	Single value	=	104126.5	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-12	35	35	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	1	1	NOSO-502 plasma concentration (ng/mL)	Single value	=	153517.2	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-12	36	36	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	1	1	NOSO-502 plasma concentration (ng/mL)	Single value	=	115248.4	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-13	37	37	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	2	2	NOSO-502 plasma concentration (ng/mL)	Single value	=	97520.5	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-13	38	38	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	2	2	NOSO-502 plasma concentration (ng/mL)	Single value	=	96053.4	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-13	39	39	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	2	2	NOSO-502 plasma concentration (ng/mL)	Single value	=	62362.2	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-14	40	40	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	4	4	NOSO-502 plasma concentration (ng/mL)	Single value	=	44845.4	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-14	41	41	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	4	4	NOSO-502 plasma concentration (ng/mL)	Single value	=	20406.4	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-14	42	42	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	4	4	NOSO-502 plasma concentration (ng/mL)	Single value	=	24012.8	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-15	43	43	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	8	8	NOSO-502 plasma concentration (ng/mL)	Single value	=	2949.7	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-15	44	44	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	7700000		NOSO-502	23-21-0089-01	NOSO-502		single dose	1	176	176	s.c.		1. PK		Pharmacokinetics study	EMC				s.vandenberg@erasmusmc.nl														NOSO-502 plasma concentration (ng/mL)	Animal	2022-03-08 00:00:00	DOI: 10.1093/jac/dkae469	8	8	NOSO-502 plasma concentration (ng/mL)	Single value	=	5847	ng/mL		V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}			{'curie': 'UO:0000275', 'name': 'ng/mL', 'unit_full_name': 'Nanogram per milliliter'}	{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}		{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
